,min_years_of_experience,min_hourly_salary,max_hourly_salary,min_yearly_salary,max_yearly_salary,required_degree,remote_work,required_skills
438,3.0,,,,,BS,False,"['data visualization', 'statistical models', 'data mining', 'predictive analytics', 'tableau visualization']"
439,,30.0,50.0,,,BS,True,"['Math', 'AI', 'factuality', 'evaluation', 'communication']"
440,4.0,,,97300.0,144900.0,BS,True,"['data analysis', 'digital marketing', 'analytical solutions', 'data mining', 'trend analyses', 'forecasting', 'project management', 'communication']"
441,1.0,,,,,,False,"['data management', 'compliance assessment', 'data quality rules', 'data health reporting']"
442,2.0,,,,,BS,True,"['Business Intelligence', 'SQL', 'Python', 'Advanced analytics', 'Forecasting', 'Microsoft Excel', 'PowerQuery', 'PowerPivot', 'PowerBI', 'Process improvements', 'Communication', 'Teamwork']"
443,4.0,,,53200.0,79800.0,BS,False,"['data analytics', 'visualization tools', 'SQL', 'Excel', 'statistical analysis', 'report design', 'data synthesis']"
444,5.0,58.0,63.0,,,BS,False,"['SQL', 'data visualization', 'data structures', 'algorithms', 'statistical methods', 'Python', 'R', 'user interfaces', 'systems development', 'Hadoop', 'relational databases', 'data analysis', 'database design', 'Data Lake', 'Data Warehouse', 'BI', 'communication', 'organizational skills']"
445,,21.0,30.0,,,BS/MS,True,"['data analytics', 'data science', 'visualization tools', 'quantitative methods', 'data visualization', 'statistics', 'customer service', 'interpersonal skills', 'engineering tools', 'machine learning', 'program management', 'programming']"
446,3.0,35.0,45.0,,,BS,False,"['Tableau', 'SQL', 'Python', 'Excel', 'data analytics']"
447,2.0,28.0,49.0,59850.0,102600.0,BS,False,"['data analysis', 'report creation', 'data mining', 'data visualization', 'SQL', 'presentations', 'data validation']"
448,1.0,,,70000.0,80000.0,Bachelors,True,"['Retail Banking', 'Consulting', 'Financial Services', 'Business Intelligence', 'data analytics', 'problem solving', 'quantitative analysis', 'communication', 'organizational skills']"
449,2.0,,,,,BS,False,"['SQL', 'Tableau', 'Dashboards', 'Scrum', 'Agile', 'Cloud Native', 'Linux', 'AWS', 'Python', 'Relational Database', 'Terraform', 'Ansible', 'Docker', 'Kubernetes', 'Agile Development', 'Network Automation']"
450,2.0,40.0,50.0,,,BS,False,"['Statistical skills', 'business intelligence tools', 'SAS', 'R', 'Scripting language', 'SQL', 'PYTHON', 'Larger data processing', 'Spark', 'Modeling experience', 'Analytic skills', 'Financial models', 'Microsoft Excel', 'Communication skills']"
451,3.0,,,,,BS,False,"['data analysis', 'Oracle EBS', 'data visualization', 'Tableau', 'Power BI', 'Oracle BI', 'analytical skills', 'problem-solving', 'communication', 'interpersonal skills']"
452,,,,,,BS,True,"['coding', 'teamwork', 'Microsoft Office', 'communication', 'data science', 'statistical analysis', 'software development']"
453,,48.0,58.0,100000.0,120000.0,BS/BA,False,"['customer support', 'project management', 'organizational skills', 'MS Excel', 'data analysis', 'market data knowledge', 'communication skills']"
454,,,,,,BS/MS,False,"['Core Java', 'JavaScript', 'C++', 'Spring Boot', 'Microservices', 'Docker', 'Jenkins', 'GitHub', 'Kubernetes', 'REST API', 'Statistics', 'Gen AI', 'LLM', 'Sagemaker', 'Python', 'Computer Vision', 'Data Visualization']"
455,5.0,,,,,BS,False,"['data analysis', 'data architecture', 'SQL', 'Python', 'data visualization']"
456,3.0,,,,,Graduate degree,False,"['data analysis', 'SQL', 'statistics', 'programming', 'marketing', 'SAS']"
457,7.0,,,,,,True,"['Project Management', 'Technical Support', 'Data Management', 'Data Quality Management', 'Consultative Problem Solving', 'Data Models', 'Distributed Transaction Processing', 'SQL Server', 'AWS Cloud', 'Communication', 'Collaboration', 'Solution Delivery']"
458,4.0,37.0,47.0,,,BS,False,"['data analysis', 'statistical analysis', 'data mining', 'database design', 'data modeling', 'visualization', 'data quality', 'predictive analysis', 'project management', 'reporting']"
459,2.0,,,,103000.0,,True,"['cybersecurity', 'OSINT', 'ransomware', 'malware', 'intelligence analysis']"
460,2.0,,,67349.0,97344.0,BS,False,"['information analysis', 'analytical charting', 'report writing', 'data analysis', 'problem-solving', 'communication', 'Microsoft Office']"
461,2.0,,,51900.0,82900.0,,False,"['analytical skills', 'problem-solving skills', 'SQL Server', 'ETL', 'healthcare data', 'project management', 'communication skills', 'organizational skills', 'Microsoft Office']"
462,3.0,,,100480.0,165070.0,,True,"['data analytics', 'reporting dashboards', 'Power BI', 'Tableau', 'SQL', 'SparkSQL', 'cloud-based data warehouses', 'exploratory analysis', 'UI/UX', 'communication', 'agile', 'Scrum']"
463,1.0,,,,,Bachelors Degree,False,"['financial data analytics', 'excel', 'analytical findings']"
464,2.0,,,85000.0,85000.0,BS/MS,True,"['tagging plan', 'web analytics', 'Google Analytics', 'Adobe Analytics', 'tag management systems', 'JavaScript', 'CSS', 'HTML', 'Data Management Platforms', 'website optimization', 'customer journey optimization']"
465,5.0,,,,,BS,False,"['data analysis', 'dashboard building', 'SQL', 'Excel', 'data visualization', 'project management', 'communication']"
466,0.0,,,,,BS,False,"['SQL', 'statistical tools', 'business reporting', 'problem solving', 'critical thinking', 'attention to detail', 'communication', 'prioritizing', 'multitasking']"
467,3.0,35.0,45.0,,,BS,False,"['Tableau', 'SQL', 'Python', 'Excel', 'Google Analytics', 'Adobe Analytics', 'data visualization', 'data analysis']"
468,0.0,,,51975.0,83600.0,BS,False,"['attention to detail', 'multi-task', 'communication skills', 'organizational skills', 'collaboration', 'analytical skills', 'Microsoft Office', 'judgment', 'banking regulations']"
469,,,,,,BS,False,"['data analytics', 'communication', 'teamwork', 'problem solving', 'Microsoft Office', 'multi-tasking', 'detail oriented']"
470,,30.0,50.0,,,BS,True,"['Math', 'communication']"
471,,,,,,,False,"['digital analytics', 'data analysis', 'website testing', 'social media performance', 'communication']"
472,,,,,,,True,"['data science', 'data analysis', 'communication', 'teamwork', 'machine learning']"
473,,,,,,,True,"['photo collection', 'camera usage']"
474,2.0,,,80000.0,141000.0,BS,False,"['data analysis', 'communication', 'organizational skills', 'agile environment', 'collaborative', 'SQL']"
475,1.0,,,,,BS,False,"['forensic data collection', 'forensic analysis', 'project scope coordination', 'forensic tools', 'Mac/Windows filesystems', 'data preservation', 'communication skills', 'organizational skills', 'forensic workflows', 'troubleshooting skills', 'data manipulation']"
476,,,,121000.0,157000.0,MS,True,"['data analysis', 'statistical modeling', 'regression', 'unstructured data', 'deep learning', 'Generative AI', 'R', 'Python', 'Google Vertex', 'BigQuery', 'LLM platforms', 'data visualization', 'Power BI', 'Tableau']"
477,6.0,,,81250.0,181250.0,BS,False,"['data analytics', 'data mining', 'data visualization', 'SQL', 'Excel', 'statistical analysis', 'technical writing', 'mathematical modeling', 'communication']"
478,1.0,,,91200.0,185000.0,,False,"['data engineering', 'SQL', 'Python', 'big data', 'ETL']"
479,,,,,,,True,"['Python', 'R', 'SQL', 'machine learning', 'data manipulation', 'data analysis', 'model building', 'predictive analytics', 'deep learning', 'data preprocessing', 'model evaluation', 'cloud computing', 'data visualization', 'Pandas', 'Matplotlib', 'Tableau']"
480,3.0,,,,,BS,False,"['data analysis', 'data mining', 'data visualization', 'business intelligence', 'data modeling', 'Agile', 'Scrum']"
481,2.0,,,,,BS/MS,False,"['intelligence analysis', 'data entry', 'research', 'communication', 'geospatial intelligence', 'Microsoft Office', 'presentation skills']"
482,7.0,,,,,BS/MS,False,"['product analytics', 'web analytics', 'customer care analytics', 'SQL', 'A/B testing', 'Tableau', 'Excel', 'Salesforce', 'programming languages', 'stats packages', 'Python', 'R', 'machine learning']"
483,2.0,,,,,BS,False,"['data management', 'data analysis', 'reporting', 'SQL', 'Excel', 'Tableau', 'Power BI', 'R', 'Python', 'data cleaning', 'data preparation', 'data integrity', 'communication', 'collaboration']"
484,,,,,,BS/MS,True,"['Java', 'Software Development', 'Core Java', 'JavaScript', 'C++', 'Spring Boot', 'Microservices', 'Docker', 'Jenkins', 'REST APIs', 'Statistics', 'SAS', 'Python', 'Computer Vision', 'Data Visualization', 'NLP', 'Text Mining', 'Tableau', 'PowerBI', 'Time Series Analysis']"
485,4.0,,,160000.0,180000.0,MS,False,"['data visualization', 'programming', 'communication']"
486,7.0,,,,,Undergraduate degree preferred,False,"['data entry', 'communication', 'document review', 'attention to detail', 'organization', 'Microsoft Office', 'customer service', 'teamwork']"
487,,30.0,50.0,,,BS,True,"['Math', 'clear writing', 'English']"
488,,30.0,50.0,,,BS,True,"['Math expertise', 'English fluency']"
489,,26.0,26.0,,,,False,"['data analytics', 'Python', 'R', 'Google Cloud Platform', 'Linux', 'SQL', 'Microsoft Office Suite', 'data interpretation', 'problem solving', 'business analysis', 'communication', 'interpersonal skills']"
490,,30.0,50.0,,,BS,True,"['Math expertise', 'factuality assessment', 'clear writing']"
491,,30.0,50.0,,,BS,True,"['Math', 'AI training', 'English communication']"
492,3.0,,,,,,False,"['Analytical Skills', 'Interpersonal Skills', 'Payroll Knowledge', 'Denmark Payroll Knowledge', 'Computer Knowledge', 'MS Office', 'Excel']"
493,,30.0,50.0,,,BS,True,"['Math', 'evaluation', 'question crafting', 'clear writing']"
494,,30.0,50.0,,,BS,True,"['Math', 'AI training', 'clear writing', 'English fluency']"
495,,30.0,50.0,,,BS,True,"['Math', 'AI', 'English']"
496,,30.0,50.0,,,BS,True,"['Math', 'AI', 'Evaluation', 'Assessment']"
497,3.0,,,85000.0,141600.0,PhD,True,"['data science', 'statistical modeling', 'data mining', 'machine learning', 'equities trading', 'options trading', 'market structure', 'Python', 'SQL', 'JavaScript', 'AWS', 'analytics', 'data visualization', 'communication']"
498,,30.0,50.0,,,BS,True,"['Math expertise', 'Factuality assessment', 'Question crafting', 'English fluency']"
499,,30.0,50.0,,,BS,True,"['Math', 'AI']"
500,3.0,,,79700.0,111300.0,,True,"['Excel', 'Microsoft Office', 'communication', 'analytical', 'troubleshooting', 'detail-oriented']"
501,2.0,,,,,BS,False,"['data analysis', 'data visualization', 'business acumen', 'financial analysis', 'operational analysis', 'Microsoft technologies', 'AI implementation', 'data automation', 'documentation', 'process improvement', 'data insights', 'technical support', 'T-SQL', 'PL/SQL', 'communication']"
502,,,,72000.0,85000.0,BS,False,"['analytical skills', 'problem solving', 'Microsoft Excel', 'communication skills', 'organizational skills', 'team environment', 'proactive mentality', 'confidentiality', 'portfolio management', 'data analysis']"
503,5.0,,,87027.0,138965.0,BS,False,"['data analysis', 'SQL', 'Tableau', 'Business Objects', 'metrics', 'CRM tools', 'analytical skills', 'project management', 'communication', 'interpersonal skills']"
504,1.0,,,55000.0,65000.0,BS,True,"['data analysis', 'Google Scripts', 'Microsoft Excel', 'Google Sheets', 'SQL Developer', 'communication']"
505,3.0,,,,,BS,True,"['data analysis', 'analytical skills', 'statistical modeling', 'SQL', 'data visualization']"
506,5.0,,,,,BS/MS,False,"['SQL', 'data visualization', 'analytics', 'python', 'ML models', 'communication']"
507,,30.0,50.0,,,BS,True,"['Math', 'Assessment', 'Evaluation']"
508,1.0,,,65000.0,85000.0,BS,False,"['Data Manipulation Software', 'SQL', 'Python', 'Pandas', 'Data Analysis', 'Data Visualization', 'Project Management']"
509,5.0,,,,,BS,True,"['data governance', 'data quality', 'analytics', 'data management', 'SQL', 'Excel', 'Power BI', 'Maximo', 'Oracle', 'Snowflake', 'data cleansing', 'master data management', 'compliance', 'continuous improvement', 'data literacy', 'policy', 'communication']"
510,3.0,,,,,BS,True,"['analytical thinking', 'data analysis tools', 'communication', 'energy expertise', 'policy expertise', 'project management', 'leadership', 'time management', 'adaptability', 'multi-tasking', 'organizational skills']"
511,,,,,,BS/MS,False,"['SQL', 'data visualization', 'analytics', 'data mart', 'data pipelines', 'dashboards', 'python', 'ML models', 'communication', 'team collaboration']"
512,1.0,,,,,BS,False,"['data analysis', 'SQL', 'SAS', 'R', 'Tableau', 'PowerBI', 'Qlik', 'Spotfire', 'Visual Basic', 'Perl', 'Python', 'UNIX']"
513,3.0,,,79700.0,111300.0,,True,"['Excel', 'Microsoft Office', 'communication', 'detail oriented']"
514,2.0,24.0,28.0,,,,False,"['Database Management', 'Microsoft Excel', 'Excel Formulas', 'VLOOKUP', 'Accounting Entries', 'Property Tax']"
515,5.0,48.0,62.0,100000.0,130000.0,BS,True,"['data analysis', 'data visualization', 'business acumen', 'Power BI', 'data modeling', 'SQL', 'ETL pipelines', 'Python', 'customer service', 'problem-solving']"
516,,,,,,BS,False,"['Excel', 'SQL', 'Python', 'Power BI', 'Tableau', 'Data Analysis', 'Data Visualization', 'Statistics']"
517,,59.0,68.0,,,,False,"['PowerBI', 'SQL', 'Atlassian Jira', 'BusinessObjects', 'Cognos BI', 'Data Visualization', 'Maps API', 'AB Testing', 'Ad Hoc Reporting', 'Agile Scrum', 'Analytics', 'Business Intelligence']"
518,7.0,,,,,,False,"['data pipeline', 'Agile', 'code performance', 'process automation', 'API-first design', 'continuous integration', 'version control', 'automated testing', 'data manipulation', 'ETL processes', 'big data', 'relational database', 'Git', 'APIs', 'Python', 'visualizations', 'Shell scripts', 'data strategies', 'communication']"
519,2.0,43.0,86.0,90000.0,180000.0,BS/MS,False,"['Analytics', 'big data analytics', 'automation techniques', 'data visualization', 'SQL', 'Python', 'data quality management', 'business analysis', 'statistical analysis']"
520,1.0,,,,,,False,"['SQL', 'data visualization', 'business intelligence', 'stakeholder communication']"
521,1.0,,,80000.0,92000.0,BS,False,"['SQL', 'data analysis', 'data quality', 'ETL', 'communication', 'healthcare data', 'Power BI', 'SSRS']"
522,,,,,,BS,False,"['analytical skills', 'SQL', 'VBA', 'process improvement']"
523,,,,,,BS,False,"['warehouse automation', 'logistics operations', 'warehouse management systems', 'data analysis tools', 'analytical skills', 'problem-solving', 'communication', 'teamwork']"
524,,23.0,25.0,,,BS,False,"['data analysis', 'Python', 'SQL', 'data visualization', 'problem solving']"
525,9.0,,,,,BS/MS,False,"['SQL', 'Python', 'data visualization', 'statistical methods', 'data analysis', 'cloud data warehouses', 'Agile', 'User Experience Research', 'web analytics', 'Causal Inference']"
526,4.0,,,,,BS/MS,False,"['data governance', 'data analysis', 'process improvement', 'data quality', 'data management tools', 'SQL', 'Excel', 'Microsoft 365']"
527,1.0,17.0,17.0,35040.0,35040.0,,True,"['analytical skills', 'problem-solving skills', 'Microsoft Excel', 'data analysis', 'retail buying principles', 'merchandising', 'communication skills']"
528,1.0,0.0,0.0,65000.0,85000.0,BS,False,"['data manipulation', 'quantitative analysis', 'data visualization', 'project management', 'data quality', 'presentation skills']"
529,2.0,,,,,BS,True,"['SQL', 'Excel', 'data analysis', 'ERP systems', 'problem-solving', 'data warehousing', 'data modeling', 'communication']"
530,3.0,,,,,BS,False,"['data analytics', 'CRM', 'Salesforce', 'Tableau', 'Alteryx', 'communication']"
